# System: 100CH3OH-CG
#    Step   Total energy, kJ/mol
   752000  -1800.024
   753000  -1803.270
   754000  -1770.667
   755000  -1753.763
   756000  -1757.376
   757000  -1779.329
   758000  -1813.599
   759000  -1759.951
   760000  -1739.123
   761000  -1776.977
   762000  -1781.139
   763000  -1760.418
   764000  -1688.661
   765000  -1676.365
   766000  -1743.017
   767000  -1817.302
   768000  -1830.612
   769000  -1805.840
   770000  -1746.967
   771000  -1790.073
   772000  -1829.258
   773000  -1760.767
   774000  -1759.979
   775000  -1723.322
   776000  -1691.085
   777000  -1673.699
   778000  -1642.097
   779000  -1759.528
   780000  -1738.081
   781000  -1796.443
   782000  -1780.986
   783000  -1731.206
   784000  -1759.832
   785000  -1740.717
   786000  -1756.197
   787000  -1799.670
   788000  -1793.235
   789000  -1762.459
   790000  -1765.725
   791000  -1739.112
   792000  -1757.896
   793000  -1772.198
   794000  -1771.592
   795000  -1780.513
   796000  -1817.065
   797000  -1718.158
   798000  -1721.318
   799000  -1729.930
   800000  -1741.190
   801000  -1761.919
   802000  -1718.561
   803000  -1762.938
   804000  -1751.228
   805000  -1746.733
   806000  -1748.479
   807000  -1740.909
   808000  -1769.203
   809000  -1810.103
   810000  -1744.961
   811000  -1755.564
   812000  -1750.620
   813000  -1709.948
   814000  -1788.878
   815000  -1789.458
   816000  -1742.854
   817000  -1773.879
   818000  -1741.851
   819000  -1749.513
   820000  -1806.778
   821000  -1814.093
   822000  -1844.833
   823000  -1786.384
   824000  -1798.834
   825000  -1813.477
   826000  -1817.569
   827000  -1822.736
   828000  -1759.439
   829000  -1765.759
   830000  -1794.913
   831000  -1764.357
   832000  -1763.290
   833000  -1770.915
   834000  -1779.412
   835000  -1724.397
   836000  -1725.384
   837000  -1793.437
   838000  -1768.965
   839000  -1775.077
   840000  -1739.671
   841000  -1758.988
   842000  -1742.673
   843000  -1743.778
   844000  -1758.033
   845000  -1702.527
   846000  -1709.212
   847000  -1695.328
   848000  -1745.198
   849000  -1720.551
   850000  -1766.389
   851000  -1758.246
   852000  -1786.269
   853000  -1812.289
   854000  -1804.004
   855000  -1788.842
   856000  -1786.923
   857000  -1699.798
   858000  -1710.346
   859000  -1721.198
   860000  -1764.038
   861000  -1805.701
   862000  -1693.166
   863000  -1709.783
   864000  -1785.372
   865000  -1823.952
   866000  -1759.166
   867000  -1734.654
   868000  -1717.061
   869000  -1752.182
   870000  -1770.483
   871000  -1720.268
   872000  -1810.035
   873000  -1842.886
   874000  -1857.776
   875000  -1890.647
   876000  -1842.581
   877000  -1855.533
   878000  -1822.269
   879000  -1811.602
   880000  -1824.680
   881000  -1797.405
   882000  -1750.234
   883000  -1767.890
   884000  -1748.530
   885000  -1723.085
   886000  -1712.558
   887000  -1716.852
   888000  -1665.344
   889000  -1689.996
   890000  -1669.440
   891000  -1720.034
   892000  -1726.785
   893000  -1741.996
   894000  -1790.453
   895000  -1715.880
   896000  -1782.526
   897000  -1765.542
   898000  -1738.966
